userName,score,at,content
Arif BS Margiraharjo,5,2021-09-21 07:21:35,Mantaapp... 👍
araragi kisaragi,1,2021-10-05 23:53:52,"Sudah seminggu lebih download aplikasi ini cuma buat daftar vaksin. Bermasalah terus, setiap masukkan otp untuk verifikasi tahap terakhir. Tolong dibantu."
Puji Astuti,1,2021-10-07 07:05:10,Kaga ada manfaatnya ni aplikasi. Tp krna apa2 harus scan peduli lindungi makanya diinstal aslinya mah ga guna. Krna terpaksa aja. Pengen ku uninstall rasanya
Nuradha Maylani Putri,3,2021-09-27 05:15:47,"Kok tiap isi kode otp selalu not match pdhl udah bener, sampe 12x kirim kode verif ulang ttp aja gabisa. Gimana nih?"
LANA SANTOSA,4,2021-09-26 08:02:28,"Cukup bagus applicationnya, tapi dibagian sertificate, nama saya ditulis salah, tidak sama dengan akun, dan juga tanggal2 vaksin dan batch nya salah semua, bagaimana cara koreksi nya? Terima kasih"
eko mulyadi,1,2021-09-30 03:31:25,"Aplikasi tidak bekerja sangat sangat buruk untuk verifikasi OTP aja sudah puĺuhan kali tidak dapat digunakan , bagaimana bisa tahu system apk ini bisa kerja secara baik"
digdo th,1,2021-10-05 08:55:57,"Masa sertifikat saya ga muncul, padahal jika klik link dari notif sms muncul loh, dan jika scan mau masuk mall menggunakan aplikasi ini juga berhasil"
Prisca Lie,1,2021-09-17 10:15:25,"Sudah input no ktp dan tanggal lahir tp tidak bisa di submit, infonya nama dan no ktp harus sesuai KTP asli. Padahal sudah sesuai. Aplikasi sudah paling update."
Kamal Irsyadillah,1,2021-09-20 06:13:44,"Alasan untuk melarang super user? Akses lokasi terlalu banyak, bahkan lebih banyak Dr pada maps, apalagi vaksin ga ada progress kalo lewat aplikasi ini"
vflulu widjaja,4,2021-10-07 13:14:16,Kalau gps off..kemudian lokasi gps on lagi.. harus ulang install lagi..hanya log in tidak mau berfungsi. Kadang2. Tidak bisa log in..d info nama dan id tidak sama
Hey Jus,5,2021-09-16 03:30:57,"Bagus karena saya dapat info no tiket vaksin kedua dari aplikasi ini, harusnya dari sms tapi no saya 4g volte jadi tidak bisa nerima sms secara normal"
Mas Mus,1,2021-10-03 02:13:03,"Tiap verivikasi pasti ada notif ""cannot marshal response payload"" dan kenapa tulisannya kirim verifikasi ke nomer HP tapi malah ngirimnya ke email"
Syaifullah Noor,1,2021-10-04 07:09:09,Sertifikat vaksin Tahari 1 dan Tahap 2 belum Ada di aplikasi ....sudah Lebih Dari 1 bulan .Aplikasi tidak berfaedah dan tidak bagus utk dipergunakan
hezron situmorang,1,2021-09-19 01:08:42,"Ga jelas aplikasi, di cek sertifikat tidak ada trus , mau d pakai kemana2 bayar programer yang canggih dong jangan makan uamg rakyat doang yang canggih"
Adi Wibowo,1,2021-10-02 03:45:15,"Status vaksin 1 dan 2 saya tidak sinkron dengan aplikasi, klo dicek sudah ada sertifikat jadinya status saya merah tidak dapa berpergian ke area public"
Andri k Budiyanto,1,2021-10-10 14:01:31,"Sudah tuntas vaksin 2 tahap, tetapi diaplikasi tidak ada perubahan untuk ""Status vaksin"" masih tetap tanda merah.Saya sudah re install, dan reset HP, tetap tidak ada perubahan."
Wiwiek Abbas,1,2021-10-10 10:04:23,Sertifikasi saya nggak muncul walau udah masukin data lengkap. Aplikasinya banyak bugs... Mohon diperbaiki krn sertifikat itu dibutuhkan utk ngurus apapun... ini bugs MAJOR...
Steven Mokodaser,2,2021-10-01 15:49:56,"Aplikasi yg gunanya cuman masuk mall, klo ke pasar bisa gak pke aplikasi ini? Klo gak bisa yaa nda guna. cuman bisa habisin duit aja bikin aplikasi....."
Lord Ruizza,5,2021-10-01 05:24:46,Mantap jiwa 👍🏼👍🏼👍🏼
Fauz Irfan Rafi,1,2021-10-06 01:06:37,"Banyak bug, location ngga update otomatis (harus buka gmaps dulu), minta koneksinya manja (padahal buka IG lancar, tp buka PeduliLindungi terdeteksinya ""tidak terhubung internet"")"
Zuhara Rizqyan Candraningrum,1,2021-10-04 10:09:16,"Tidak bisa daftar vaksin, pdhal syarat daftar vaksin di kab. Bogor harus dftr lewat pedulilindungi. Sangat2 buruk, gimana mau vaksinasi sukses, aplikasinya gembel gini"
Githa pitaloka,2,2021-09-23 23:55:42,"Kenapa ya buat lengkapi data diri ga bisa, wifi lancar kuota juga lancar, buat masukin tanggal lahir aja susah amat. Gimana bisa buat scan qr coba kalau ngisi data diri aja sulit."
Thomas A Steven,3,2021-10-01 10:51:17,"Aplikasi ini gagal jika, ada 2 NIK dengan 1 email dan 1 nomer handphone. Alasannya? Sebab membawa ortu sepuh yang tidak bisa gunakan handphone Dan email."
Sugiarto Soetopo,1,2021-10-06 17:02:07,ADMIN GIMANA CARA UPDATE DATE OF BIRTH DI APP. TIDAK BISA DIUPDATE DAN SUDAH DICOBA COPY PASTE DLL TIDAK BISA. TIAP KLIK SUBMIT DOB SLALU KOSONG. MOHON BANTUAN.
Andryanto Andryanto,1,2021-10-02 07:05:57,Selalu minta location padahal sudah tick keep while using device dan aplikasi jadi tidak bisa dipakai. Harusnya hal ini dapat diminimalisir ya Terima kasih
Ivan Herviant,1,2021-09-28 05:58:57,"Aplikasi cacat, sms kode OTP gak masuk-masuk, pas sms masuk pun tidak bisa di verivikasi di aplikasi, bahkan saya sudah coba di android dan IOS sama aja, tetap gak bisa"
Candra Lou,1,2021-09-28 07:13:49,Sudah di email tapi tidak di respon.. masuk ke mall dan di mana mana harus ada app pedulilindungi.. tapi setelah di daftar tidak bisa.. tolong di benahi.. sampai sekarang masih belum bisa di daftar..aplikasi sampahh.. buat app itu yang bisa di pakai.. jgn yang ngak bisa di pakai..
Aryo Suseno,1,2021-09-29 06:10:07,"Daftar sertifikat vaksin ga bisa dari kemaren hingga sekarang, jadi repot tiap mau nunjukin ke petugas jadi mesti input NIK mulu di app. Payah app nya."
Agiffar,1,2021-10-04 11:24:05,"Bikin aplikasi yang bener, udh pake uang pajak masih aja ada bug. kalo bisa jgn dikorupsi diakhirat di tagih."
Eko Ariwibowo,1,2021-09-28 17:42:30,"User interface membingungkan, terlalu banyak akses yg harus dibuka seperti lokasi, foto dan penyimpanan. Sering menghambat kinerja smartphone dan boros baterai karena lokasi harus terus posisi On"
Indra Kurniawan,1,2021-09-30 09:08:14,"Apa coba aplikasi ga jelas. Udah vaksin. Sertufikat ga ada. Katanya daftar aplikasi ini, udah download tapi daftar gagal terus. Kelola aplikasi gini doang ga mampu?"
ujik,1,2021-09-29 08:09:17,"jika ingin menggunakan aplikasi, lokasi dipaksa harus aktif terus-menerus. tidak mendukung opsi ""lokasi aktif hanya ketika menggunakan aplikasi."" cepat menghabiskan baterai.."
A S,1,2021-10-05 08:50:19,"Tidak bisa log in untuk scan barcode, dll walaupun nama dan NIK sudah sesuai KTP😓 E-mail tidak membantu keluhan"
M. Fahmi Kosasih,2,2021-09-19 05:25:07,"Terlalu banyak update-an. Kurang efisien. Menimbulkan banyak kerumunan kalau mau di pakai tp belum terupdate otomatis, karena tidak bisa dipakai buat scan."
Soesilo Adji,1,2021-09-27 16:48:30,"Aplikasi tidak bagus, tidak bisa input tanggal lahir, selalu kembali ke input NIK. Padahal NIK sudah benar. Scan QR selalu diminta input NIK yang betul. Sebaiknya segera diperbaiki, karena tidak bisa digunakan. Terimakasih"
Kholqi Annor,1,2021-09-15 07:55:18,"Sudah vaksin tapi serifikatnya ga keluar, nomer telepon yang di daftarkan tidak bisa terdaftar padahal sudah pake nomernya selama 10 tahun."
Ken Tan,1,2021-09-25 12:08:14,Sangat buruk !!!
Eliza Sasa,1,2021-10-01 08:18:26,"Tolong di perbaiki, walaupun sertifikat vaksin sudah muncul keduanya di aplikasi ini, status sya masi merah dan selalu gagal check in dimana mana"
Roy Alwi,4,2021-10-01 09:56:27,"Untuk pilihan tanggal lahir apakah bisa di mudahkan? Sampai jari capek untuk memilih tanggal lahir, bagaimana bagi orang yg lahir tahun 1950. Bisa nangis orang ketik pak"
A pp,2,2021-09-19 21:59:52,"Gak bisa daftar vaksin dan ga download sertifikat, tiap input nik sama nama lengkap ditemukan di database tapi abis itu ga bisa klik lanjut."
April,1,2021-10-03 02:29:11,Tolong perbaiki untuk input tanggal lahir.. masa harus scroll dr tahun 2021 ke tahun 50an.. yg bener aja.. di buat lah ketik secara manual.. buat mudah pengguna untuk memakainya..
Hendra Rapkal,1,2021-09-25 03:23:07,Orang yang vaksin diluar negeri dengan registrasi memakai paspor tidak bisa di upload masuk kedalam karena di aplikasi ini harus registrasi pakai NIK.
E E,1,2021-09-17 14:12:51,"ANJINGGGGGG BIKIN MEMORY handphone SAYA PENUHH AJA. SAYA SUDAH VAKSIN, KAN CUKUP KARTU VAKSIN AJA HP sopir saya NOKIA 3310, cara download aplikasi nya gimana SUUUU???"
Candra Gunawan,1,2021-10-01 03:40:49,"Registrasi gagal mulu nih, gimana sih. Masukin nama udah bener, email/no.telp udah bener, tapi masih ""Registrasi Gagal"" terus, pusing. Yang bener kek kalo bikin aplikasi."
Rizki Alya,3,2021-10-11 13:37:05,"Aga sulit buat scan, terus juga data sertifikat ga tersimpan di akun :( jadi harus berkala cek kalau ada apapa"
Aulia Safitri,1,2021-09-15 02:24:43,"Di web bisa login, kemarin2 jg udh daftar akun pakai nomor telepon di aplikasi. Tp waktu re-install kok berulang kali ga bisa login pakai nomor telepon?"
Vicentus Sandy,1,2021-10-09 07:23:43,"Udah masukin kode verifikasi berkali-kali tapi ttp gak bisa, gak match terussss, gimana mao daftarrrr.. mending tutup aje ni aplikasi"
Ridwan Amir,1,2021-10-10 08:29:47,"Anak saya sudah vaksin 2 x tapi sampai sekarang sertifikat vaksinnya tidak keluar, kalo nanya ke call centre, disuruh ke tempat vaksin, pas di tempat vaksin disuruh telpon call centre tapi tetep tidak ada solusinya"
Reecka,4,2021-09-24 03:47:40,"Appnya bagus, mudah dipakai. Ada 1 kekurangan, pd saat scan barcode sering tiba2 suka keluar sendiri. Jika situasi sedang terdesak/buru2 sangat menjengkelkan"
Nanda Savrena,1,2021-09-27 13:04:11,Tolong diperbaiki!!!
Octa Jo,1,2021-09-26 01:16:42,"Tidak bisa melanjutkan login, selalu terhenti di posisi pada saat connect/akses foto, media & file. Setelah diulangi masih tetap sama"
Timotius Johanes,1,2021-09-29 13:05:35,"Mau vaksin harus daftar peduli lindungi. Udh isi smua tinggal isi otp, eh ditolak, padahal otp nya bener. Tlg cepet dibenerin dong. Bikin susah mau vaksin aja."
Grozny Guevara,2,2021-10-02 00:14:30,"Macam mana pula ini, aplikasi banyak banget bugnya, sudah vaksin 2 kali sertifikat tidak kerap muncul juga padahal kemana2 wajib pake, heran."
Made Byme,1,2021-10-02 08:02:18,"daftr registrasi gagal trus sejak vaksin 1, mesti gimana ya? udh coba pakai 2 email berbeda masih ttp gak bisa"
Bayu Pramono,3,2021-09-16 00:01:44,"Status check in gantung. Saat scan QR check-in, muncul pesan ""anda masih check in di tempat ini"". Namun tidak ada tombol check out untuk meng-clear-kan."
Imam Kuncoro,3,2021-10-04 02:40:13,Bagus selain date picker dan validasinya. Juga sebaiknya jangan minta buat akun atau login ketika dibuka pertama kali. Server sering hang / down ?
AS Engineering,1,2021-09-30 05:16:41,"Ngebug... sering gak bisa scan barcode. Gps harus di on kan terus 24 jam. Jika tidak, apps tdk bekerja. Bikin boros bateri"
Taufan Gema Ramadhan,1,2021-10-01 02:25:16,mau login pakai no hp atau email malah user not found. mau regis pake no hp or email yg sama malah registrasi gagal. mau nya apa sih apps ini
Wiwik Sasongko,1,2021-10-01 13:13:12,"daftar gagal terus .. sekali bisa .. kembali mw masuk aplikasi malah gagal lagi,,duh gini amat ya nasib tkw dipersulit negara sendiri ... hmmmmm"
AdWid,1,2021-09-24 02:00:38,"Sertifikat vaksin 3 nya di aplikasi ga ada, di Web malah bisa. Yha.. Sudah. Sudah edit tidak bisa, malah data NIK jadi double. Sudah lapor via email. Tidak ada balasan."
Bintang Hesa,1,2021-10-05 08:46:27,"Selalu mengatakan bahwa nik dan nama tidak sesuai, padahal semua sudah diketik sesuai ktp sampai berkali kali diulang dan masih tidak bisa juga. Sehingga sampai sekarang nik belum bisa dilengkapi."
Annisa S.,1,2021-09-19 03:58:36,ribet. mau lengkapin data di akun gabisa masukin tanggal lahir pdhl sudah update aplikasi. fitur scan QRcode nya jadi tdk bisa digunakan
Aleonyfera 12,1,2021-09-27 08:40:39,Gak bisa bikin akun karena pas input tanggal lahir selalu ngeblank walaupun udh diklik. Udah uninstall terus install lagi tp masih utuh.
Rendi Pratama,5,2021-10-04 11:59:12,"Semangat team Dev pedulilindungi, semoga app nya makin mature dn bug2 yg ada bisa di fixing semua dengan baik, cepat dan tepat aamiin.."
韓慧蘭,5,2021-10-08 12:38:29,"Teman saya pemegang pasport luar negri, trus setelah vaksin ga dapat sms trus saya bantu cek di pedulilindungi.id tapi datanya ga bisa, apa ya penyebabnya???"
Susanto,5,2021-10-02 01:05:54,"Terima kasih kepada semua team yg telah berjasa aplikasi ini, semoga jadi ladang amal ibadahnya dan di balas oleh ALLAH SWT, Aamiin"
Diah Ratna Pascarini,5,2021-09-21 00:53:32,"Orang Indonesia ye... Bodoh2. Diajak maju kagak mau. Padahal aplikasinya bagus. Komplain2 bodoh masalah sertifikat yg ada, NIK udah dipake, bla3x. SALAH ALAMAT LU"
ryan nugroho,1,2021-10-11 22:49:47,Ga bisa daftar.. Isi tanggal lahir susah.. Coba bayangin kalau lahir tahun 1950 harus di ketuk berapa ratus kali.. Permudah dong kalau jadi aplikasi nasional....
Diaz Dwi,1,2021-09-20 03:13:20,tampilan pengisian formulir tidak nyaman tdk ad tombol search. dan sy sdh 3 bln lalu yg kena covid di status peduli lindungi masih merah.
Opank Boy,1,2021-09-26 05:33:29,Aplikasi harus terus menggunakan GPS dan hal ini membuat baterai HP menjadi lebih boros... Aplikasi juga tidak bisa digunakan jika GPS hanya digunakan pada saat penggunaan aplikasi
Marcellia Safitrie,2,2021-09-28 02:25:14,"Hi developer, sy sudah dua kali vaksin di riwayat vaksin juga ada sy sudah vaksin ke 2.namun kenapa sertifikat vaksin sy tidak keluar di aplikasi ini. Tidak ada sertifikat vaksin tertera begitu.Mohon diperbaiki y...tq"
Zulfikar Elran,1,2021-09-26 05:12:41,"Aplikasi belum siap, saya sudah vaksin kedua di bulan april. Sudah mendapat SMS link sertivikat vaksin. Tapi di aplikasi tertulis data NIK tidak ditemukan."
Anik Ives,1,2021-10-01 15:58:56,"Mau masuk aja ribet, persetujuan ini itu. Masuk lagi persetujuan lagi, sumpah gak fleksibel. Padahal kerjasama sama instansi pemerintah sebanyak itu tapi maintenance tetep aja level rendah. Butuh perbaikan."
Krisna Adi,5,2021-09-30 03:52:12,"Siiip dah,,"
Erry Prasetyo,1,2021-09-18 16:33:37,"Kami menemui kesulitan dalam pengisian NIK, Tanggal Lahir dan tombol SIMPAN tidak berfungsi sehingga kami belum bisa menggunakan aplikasi ini. Terima kasih."
K H,1,2021-10-08 04:59:02,kenapa aplikasinya tidak mengirimkan kode OTP pada saat melakukan pendaftaran vaksinasi padahal sudah dipenuhi semua syarat-syaratnya. sudah dicoba berkali-kali tetapi gagal-gagal terus.
Nurfitriana Desliani,2,2021-09-25 13:29:25,"Dulu data per kawasan ga update. Sejak bln Mei data vaksinasi sy salah. Udh telpon 119 2x, kirim email 2x ampe skrg jg ga bener2. Heran 🙃"
dhika,1,2021-10-02 18:23:10,Di paspor digital sudah update hasil PCR..namun ketika buka di menu akun (status tes covid 19) tidak ada hasil tesnya..
Abu AiRi,2,2021-10-01 17:16:57,No HPnya tdk bisa diganti no luar negeri walaupun WNI Sertifikat vaksin luar negeri sdh disetujui setelah daftar di vaksinln.dto.kemkes.go.id tapi sertifikat vaksin tidak muncul di aplikasi peduli lindungi
Jihan Sephira,1,2021-10-02 01:20:57,Sertifikat tidak ada!!!!!!!!!!!! Aplikasi percuma
Lib Rina,1,2021-10-11 14:01:41,Sudah di install dan isi data tapi aplikasi malah tidak bisa dibuka. Minta akses lokasi dan sudah diaktifkan tetap tidak bisa dibuka. Tolong yang benar kalau bikin aplikasi. Jangan menyusahkan begini!!!
Lutfi Pratristyo,1,2021-10-11 12:37:22,"Daftar akun dari aplikasi. waktu mau daftar vaksin, nomor otp nya gabisa dipakai terus. Jadi gabisa vaksin sampai sekarang. Gaka tau harus gimana lagi"
R. Gingging,3,2021-10-11 06:58:48,"Ada kesalahan input data tanggal lahir saya, sehingga saya kesulitan dalam perjalanan dinas, ketika harus membuktikan dalam aplikasi ini. Mohon kiranya admin dapat memperbaiki. Tetima kasih. Salam."
1Yans HomeRecording,5,2021-09-19 09:59:25,"Sangat membantu,,"
PrihasTNT Abi KALAM MD,1,2021-10-04 08:14:18,"Status Vaksin Pertama OK, status masih merah, barcode sudah keluar, sertifikat kagak ada, dll Ini masih nyari2 pak rw, mau minta kartu vaksin udah 5 hari blm dapat"
Thumb All,1,2021-10-05 13:06:23,hari hari otp. hari hari otp.
Muhammad Rifki,1,2021-09-24 15:24:46,Kok force stop trus ya login pake nomor handphone ? Gabisa di fix kah bug nya ? Padahal kemana2 harus pakai ini tp loginnya gabisa2
Unix Yunie,1,2021-10-09 14:58:09,"Susah untuk digunakan, ketika mau digunakan slalu balik ke pengaturan. Saya jarang pergi keluar rumah jadi tidak perlu harus on app ini setiap saat."
Bayu Setiaji,4,2021-09-16 18:05:00,"Sudah bisa didownload, tp batre jadi boros, karena running dibackground dan akses lokasi terus... Harus selalu di force close setelah pake, biar g boros baerai"
Giovanni Steven,3,2021-09-19 06:55:43,"Sertifikat tidak bisa ditampilkan. Sdh tulis NIK berkali-kali, namun setelah mengklik untuk lihat sertifikasi, sertifikat tidak keluar"". Mohon solusinya 🙏"
LAMOUR MALANG,1,2021-10-04 22:12:12,"I can't complete my account profile... Sumpah bikin kesel! berkali-kali mengulang sampe emosi, mana posisi depan satpam mau masuk mall"
SEA GULL,1,2021-10-04 12:49:04,Tidak bisa upload foto dan Berhubung tanggal lahir saya entah kenapa tidak sesuai dan saya coba ubah tetapi tetap tidak bisa di lakukan.. mohon info caranya
Andreas Andry,2,2021-09-24 09:56:18,"Sertifikat ke 2, utk vaksin tdk terbit terbit gimana ini sdh email ke link yg disarankan jika ada kendala sdh 2 BLN NIH BELOM ADA FEEDBACKNYA???"
Muhammad Aulia Rahman,1,2021-10-08 14:55:45,"Ada nama yang tidak saya kenal di akun Peduli Lindungi saya, sudah lapor kirim email katanya akan di proses, tapi sampai saat ini belum di proses juga."
Fadruzil -,4,2021-10-02 10:28:29,N/A
Risza Nuralim,2,2021-09-16 10:28:10,"Hanya bisa satu akun perlogin, bilamana ada anggota keluarga yang mau cek mesti logout dulu...repot. Setiap masukan tanggal lahir gagal terus."
Heri Heryanto,1,2021-10-13 05:30:56,"Scane barcode kdg tidak bekerja dg baik, notifikasi selalu muncul pdhal sdh keluar dri aplikasi....iya kali musti di restart klo mw ngilangin notifikasi...."
Jeri Santoso,1,2021-10-04 07:46:39,"Mau vaksin aja ribet. NIK tidak terdaftar, OTP salah, server eror, pas udah 5 kali gagal disuruh tggu berjam². Tolong maintainance yg bener👎👎👎"
iveline Brahmana,1,2021-09-19 13:31:42,"Parah banget🤮 1.pemilihan tahun lahir tdk efisien, 2. Verifikasi Kode tdk terkirim via SMS ke nomor yg Di daftar. 3. Sertifikat vaksin tdk keluar pdhl sudah vaksin"
Ryan Playstore,1,2021-09-20 05:37:13,ga selalu gampang utk scan. hrs bolak balik logout login br bisa keluar form scan qr nya.... tolong diperbaiki. mau belanja supermaket aja hrs 10menit br bisa masuk
Agung Nugroho,1,2021-09-18 05:59:44,"Daftar sudah, login sudah,isi Nik sudah, vaksin sudah Dua kali bulan July 2021 kok datanya tidak ditemukan.... Hallo...... hallo.... Dimana yg salah ya.... 😴"
24_Miranti Rahma Ningsih,1,2021-10-02 06:48:17,"hai admin, aku baru download aplikasi ini tapi untuk login terus terusan (registrasi gagal) padahal nomor telepon/email sudah benar."
muhammad. anas.,1,2021-09-26 05:54:02,"status vaksin saya sudah vaksin kedua, tapi saat mau memasukkan NIK dan tanggal lahir itu gagal terus. .tolong segera dibenarkan. .gara2 ini, status saya masih belum vaksin sama sekali. ."
Dewi Retno Timur,1,2021-09-15 23:22:30,"Sama seperti kebanyakan orang. Aplikasi ini terus-terusan minta izin akses lokasi padahal sudah diberi akses ""izin diberikan saat akses aplikasi"". But it kept on and on asking for location permit. It sucks."
eka richnawan,1,2021-09-19 14:49:46,"Anak saya 2 orang sudah vaksin Biofarma tgl 8 september 2021 di puskesmas l Kuta Utara tapi tercantum belum vaksin di aplikasi ini, kenapa??? Apa solusinya"
Eris Fauzan,1,2021-10-01 08:09:53,"Aplikasi sampah. Mempersulit aktivitas, mau nonton masuk bioskip aja dibikin ribet. padahal tinggal tunjukin bukti vaksin ga usah login2 aplikasi sampah ini segala"
Widi Zschubert,2,2021-09-16 13:33:46,NIK saya salah input. Sertifikat vaksin ga keluar.. Sdh email ke team support.. Tp blm ada perbaikan juga . Saya selesei vaksin 2 bulan Juli.. Bagaimanakah?
I Putu Oka Ardana,3,2021-10-01 04:14:04,"Kiranya aplikasinya perlu perbaikan, ketika memasukan tanggal lahir tidak bisa diterima. Dan keterlambatan atau masalah baru pun akan muncul. Mohon di review app nya!!"
verner Christiansen,2,2021-09-23 01:12:03,",. B"
amul fill,1,2021-09-25 16:12:21,Baru kali ini ada Aplikasi sekeren ini... Saking kerennya ga bisa dipake dan ga bisa nongolin sertifikat vaksin... Trus isi no ktp ama nama trus... Ga bisa dilanjut... Keren keren...
East Star Photostudio,1,2021-09-19 23:24:07,"Tidak Bisa dimasukan tanggal lahir, jadi tidak bisa scan. Setifikat vaksin juga tidak bisa muncul, padahal jika melalui komputer pc, sertifikat vaksin bisa muncul. Sudah dicoba berkali2, payah sekali. Harap segera diperbaiki."
Saviour Xeon,1,2021-10-05 02:38:59,"Sangat tidak reliabel. Susah registrasi, sudah mengisi nomor telepon atau email tetao tidak bisa. Mengisi NIK dan tanggal lahir setelah registrasi pun susah."
Albertus GP,2,2021-09-16 10:55:18,"Buruk sekali....isi tanggal lahir...hrs ditekan tombol dari tahun 2021 mundur sampai 1975, tdk bisa isi secara manual..untuk shortcut....buruk.."
F1rmans Firmansyah,1,2021-10-03 00:29:45,"Applikasi nya oke lah, tapi sarana pendukung nya amat sangat menyedihkan sekali, padahal di kelola negara bukan RT lho... Piye urip mu ?"
dw_ I,1,2021-09-21 14:11:37,Jauh dari syarat minimal aplikasi milik negara... sertifikat vaksin ke 3 belum ada sdh 1 bulan.. Org2 yg positif bs scan barcode ke mall..
Ricky Add One,1,2021-09-30 08:07:31,Aplikasi yg gw instal cuma untuk masuk gedung ber QR. Pemaksaan banget ini aplikasi. Dimana hak saya sebagai manusia yang punya privasi?
Arneta Iftita,2,2021-10-02 03:39:37,"Yuk hire ux writer sm ux researcher yuuuk. Jangan ui designer, ux researcher, sm ux writer dicampur jadi satu role jadinya ga user sentris sama sekali :"")"
Suherman Abas,1,2021-10-08 08:46:11,"Ini gimana sih. Masukin tanggal lahir aja susahnya minta ampun. Sudah mau sebulan, belum aja update yg baru? Kelewatan. Ini kan dibiayai negara, kerja yg bener dong"
BE Satrio,1,2021-10-05 00:31:11,"Hasil tes PCR saya yang masih aktif tahu2 menghilang, sudah restart masih tidak mau muncul. Untung sempat screenshoot. Betul2 menyulitkan ketika pemeriksaan bandara."
Hertana PATRIA,1,2021-10-03 13:21:22,"Selalu ada notif (Mohon sesuaikan nama dan NIK), padahal sudah cek berkali-kali dan memasukkan degan benar, tapi tetap tidak bisa."
ardi wiguna,1,2021-09-17 00:21:49,"Ngabisin batre, harusnya boleh fitur location when using this app, ini mah bikin eror, harus always on location. Satu satunya cara ya di deepsleep, no background running"
Kampret Imoet,1,2021-09-30 10:51:02,Saya berusaha daftar..tapi selalu tertulis registrasi gagal. Kenapa bisa seperti ini?saya coba menggunakan email dan nomer hp tetap tidak bisa.
darma putra,1,2021-10-07 14:02:58,Erorr terus saat memasukan data Harusnya dipersiapkan dengan matang dulu sebelum launching aplikasinya karena semua masyarakat indonesia sekarang harus pakai aplikasi ini
caa,1,2021-10-05 01:29:40,ada kendala tp email gk bisa dihubungi. masa iya tbtb ada sertifikat nyasar. org IT nya asal masukin aja apa gmn?
mark me in your heart,1,2021-09-27 11:50:36,"Tolong diperbaiki sistemnya, saya mau verifikasi kodenya gak masuk masuk ke sms, sudah nyoba dari siang sampe malem tetep gabisa, udah nyoba ganti nomer, ganti hp tetep gabisa, ngeselin"
Yohanes Subagio,1,2021-09-18 02:13:33,Ngotot minta akses lokasi sepanjang waktu. Jalan dibelakang layar buat habisin baterai hp meskipun ga dipake. Notifikasi ga bisa dihapus. Ini developernya bisa ngoding apa engga sih?
Nizam Erhamza,3,2021-09-27 01:33:28,Data gak updated... Udah vaksin 3 kali diaplikasi yg ada cuma 2 kali..udah cek di aplikasi gak ada tapi di website ada... Terus apa gunanya aplikasi kalau masih harus buka website
Hendy Herman,1,2021-09-28 11:10:59,"Jangan minta pengguna untuk selalu aktifkan gps, nyedot batre gak kira-kira, kl diatur hanya nyala sewaktu apps dipakai malah gak bisa jalan, tetap minta gps nyala selalu,payah"
"Ridhani ,",1,2021-10-05 01:09:45,"Sertifikat tdk ada padahal sdh vaksin ke-2. Susah mau masukin tgl lahir, masak pencet terus sampai tahun 1970"
Aiman,1,2021-09-30 18:50:48,KPK harus turun tangan memantau kinerja orang-orang yang diberi tanggung jawab memanage aplikasi ini. Apa perlu rakyat yang turun tangan sendiri karena ternyata percuma punya wakil rakyat?
Adib Satrio,1,2021-10-04 08:33:34,tidak bisa melengkapi data diri padahal udah bener tapi tetep disuruh sesuaikan saka KTP jadi susah gk bisa buat apa2 aplikasinya tolong diperbaiki jadi percuma klo begini
Andri Kusmana,1,2021-10-02 00:50:50,"Seperti biasa aplikasi dri pemerintahan selalu aja ada masalah, anggaran luar biasa tp hasilnya bikin geleng kepala, bikin menghela nafas, diaplikasi udh ada keterangan sudah vaksin kedua tp sertifikatnya g ada 🤣🤣🤣"
Syam A Walker,1,2021-09-18 13:43:03,"MINTA AKSES LOKASI SETIAP SAAT LU MAU MATA-MATAIN ORANG? Udah gitu GADA PILIHAN HARUS SELALU PAKE LOKASI TIAP BUKA APP, GA NYAMAN"
HADI S,3,2021-10-02 10:05:03,"tiap kali mau scan QR code, harus update data..... antrian panjang jadinya...setelah diisi, mau scan di tempat lain, minta isi ulang nik....😖"
Ruben Hilly,3,2021-10-09 05:23:53,Pelacakan lokasi merupakan pelanggaran privasi mohon dibatasi dalam pelacakannya sebab informasi vaksin telah tersedia dipusat maka pelacakan orang yang telah divaksin tidak perlu dilakukan
hendrik santoso,1,2021-10-01 02:04:36,"Ini app gmn ya???? Status vaksin sudah lengkap, tp sertifikatnya gak ada. Udh gitu gak ada menu bantuan atau bisa mengadu kemana jika ada masalah. Serius dikit lah"
Risa Siregar,1,2021-10-03 01:15:17,"Saya tidak bisa melihat sertifikat saya karena selalu minta perbaharui data padahal data yang saya masukan sudah lengkap, namun setiap mau mengakses selalu minta periksa data. Mohon diperbaiki dengan segera."
Jason,1,2021-10-04 06:47:19,Ini aplikasi nya tidak bisa berfungsi saat ingin melengkapi dengan mengisi nik dan tanggal lahir tidak bisa diisi tolong diperbaiki soalnya saya harus pergi kemana mana
Taufik Perdana,1,2021-09-16 07:11:56,"Setelah update, saya diminta utk melengkapi data saat masuk k QR Code. Tapi ketika mengisi data, bagian tanggal lahir tdk bisa d isi. Setelah saya memilih tanggal lahir d kalender, tanggal tidak muncul d kolom tanggal lahir"
Anton Suardi,3,2021-09-20 08:46:15,Makan batree 😑😑😑
Beliel Omamori,5,2021-09-15 13:57:47,Biarlah ⭐⭐⭐⭐⭐ yang bicara
